fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
10.42,0.509,0.465,1.27,0.131,15.1,55.6,0.999786,3.325,0.73,10.79,3
7.57,0.549,0.266,1.11,0.088,5.2,56.5,0.996,3.285,0.763,10.32,6
4.05,0.683,0.115,0.6,0.032,32.4,42.6,0.99545,3.49,0.615,11.45,7
5.4,0.778,0.056,4.65,0.106,21.1,20.6,0.995908,3.421,0.55,10.96,7
6.88,0.53,0.186,4.42,0.073,34.7,14.6,0.994321,3.056,0.56,10.85,4
7.35,0.677,0.413,3.34,0.141,14.2,103.4,0.995816,3.379,0.604,10.69,3
7.61,0.404,0.703,1.25,0.066,10.1,50.2,0.996257,3.283,0.609,9.93,6
8.37,0.668,0.282,5.04,0.124,34.4,83.5,0.998088,3.316,0.577,10.1,6
7.77,0.393,0.125,2.01,0.149,9.8,92.1,0.995963,3.347,0.601,10.65,4
10.08,0.726,0.045,2.12,0.057,14.0,33.0,0.994292,3.49,0.862,10.23,5
7.15,0.928,0.375,4.51,0.08,23.5,60.4,0.993653,3.457,0.454,11.51,6
6.83,0.508,0.065,3.42,0.101,2.9,48.0,0.997098,3.198,0.363,10.49,5
9.11,0.135,0.375,5.58,0.057,23.4,8.4,0.996838,3.301,0.865,10.78,5
5.69,0.431,0.425,2.85,0.096,22.0,40.4,0.995647,3.243,0.627,9.0,7
8.96,0.752,0.353,1.94,0.079,29.2,65.8,0.995812,3.058,0.594,11.34,8
8.47,0.63,0.228,1.64,0.078,25.2,30.1,0.997438,3.294,0.641,9.82,7
8.05,0.575,0.377,0.6,0.089,29.5,35.8,0.999342,3.587,0.696,9.36,3
11.0,0.712,0.302,2.11,0.089,14.7,40.8,0.995218,3.053,0.571,12.05,5
7.24,0.617,0.122,4.1,0.093,6.8,116.0,0.996869,3.306,0.746,11.1,3
11.8,0.749,0.622,3.34,0.066,38.1,13.8,0.998521,3.302,0.496,11.38,8
7.92,0.695,0.203,2.53,0.068,1.0,63.0,0.995225,3.353,0.609,10.85,6
6.13,0.804,0.417,1.11,0.083,1.0,38.2,0.99667,3.166,0.284,10.31,4
8.42,0.595,0.19,2.82,0.085,21.8,25.4,0.996628,3.096,0.859,10.12,8
6.47,0.693,0.513,3.92,0.072,33.0,37.4,0.994209,3.103,0.63,11.18,6
7.02,0.475,0.549,3.1,0.098,17.9,68.5,0.99702,3.51,0.774,11.53,3
8.97,0.422,0.276,2.73,0.023,26.4,70.3,0.99676,3.163,0.741,10.33,3
9.24,0.837,0.376,1.38,0.061,5.1,52.6,0.997755,3.235,0.753,12.47,7
7.24,0.569,0.376,3.71,0.077,10.7,82.5,0.994445,3.626,0.659,10.2,4
9.98,0.675,0.148,1.88,0.057,3.8,88.2,0.996719,3.2,0.726,9.01,6
10.27,0.552,0.374,3.04,0.144,24.1,73.4,0.999325,3.361,0.497,8.68,8
10.74,0.424,0.116,6.1,0.088,1.0,28.5,1.000647,3.47,0.461,8.71,4
9.2,0.532,0.154,0.6,0.093,2.5,62.8,0.999132,3.462,0.643,9.99,3
10.62,0.788,0.484,2.16,0.07,21.3,62.9,0.994464,3.11,0.544,10.17,3
5.1,0.63,0.455,2.49,0.086,27.0,19.7,0.997557,3.203,0.902,11.08,8
7.76,0.222,0.136,1.85,0.044,14.2,6.0,0.995782,3.355,0.724,10.37,6
6.83,0.491,0.131,3.95,0.081,21.9,20.0,0.997239,3.599,0.538,11.24,4
8.5,0.851,0.147,3.16,0.054,21.5,48.8,0.995233,3.196,0.614,10.44,3
7.33,0.492,0.409,2.71,0.077,13.6,56.3,0.993444,3.236,0.683,10.41,7
8.02,0.206,0.08,3.62,0.012,4.4,7.6,0.996045,3.373,0.648,9.82,3
11.5,0.871,0.338,2.52,0.048,21.8,80.9,0.998073,3.403,0.706,11.82,3
8.01,0.653,0.412,6.95,0.138,22.3,51.5,0.997247,3.412,0.672,8.87,6
9.0,0.517,0.253,2.71,0.116,25.3,90.9,0.997466,3.183,0.424,10.7,6
7.91,0.463,0.462,2.77,0.133,19.2,58.7,0.997111,3.23,0.294,10.22,6
8.43,0.725,0.212,0.6,0.136,3.6,11.4,0.997469,3.342,0.596,11.18,8
8.31,0.432,0.229,1.74,0.111,23.1,61.6,0.997706,3.499,0.755,10.38,4
9.06,0.737,0.084,4.11,0.071,15.9,68.5,0.996178,3.274,0.598,10.41,6
10.28,0.628,0.463,0.63,0.051,10.8,28.5,0.996857,3.307,0.87,10.13,4
11.1,0.574,0.124,0.6,0.127,12.8,6.0,1.000012,3.156,0.652,11.79,5
8.83,0.556,0.336,2.55,0.089,8.7,49.8,0.99697,3.589,0.891,10.4,3
9.3,0.499,0.256,4.42,0.174,25.2,13.6,0.996781,3.333,0.856,12.37,7
6.34,0.718,0.07,2.56,0.074,1.0,83.4,0.996895,3.472,0.839,10.67,7
8.15,0.374,0.154,2.03,0.156,5.5,33.1,0.996286,3.314,0.455,10.42,7
9.9,0.238,0.533,0.6,0.082,12.4,103.2,0.995873,3.323,0.663,10.25,3
9.77,0.641,0.308,3.13,0.134,32.8,23.4,0.997096,3.085,0.868,10.96,3
8.66,0.644,0.078,3.43,0.146,27.0,50.9,0.995739,2.987,0.706,9.81,7
9.81,0.616,0.328,0.6,0.051,1.3,93.5,0.996424,3.498,0.754,10.55,6
9.13,0.603,0.242,4.09,0.07,30.1,17.2,0.995198,3.322,0.424,10.41,3
10.34,0.472,0.926,3.57,0.051,30.1,41.3,0.996905,3.341,0.986,10.73,6
8.79,0.672,0.324,4.09,0.044,3.6,33.2,0.99781,3.123,0.525,10.75,8
7.7,0.522,0.198,3.32,0.11,10.6,24.0,0.996297,3.175,0.321,10.8,7
8.87,0.442,0.54,3.42,0.08,15.1,54.5,0.992884,3.469,0.6,10.49,4
4.0,0.474,0.08,3.23,0.089,27.7,6.0,0.997822,3.571,0.244,11.97,4
8.95,0.894,0.288,3.72,0.106,32.6,42.8,0.996928,3.217,0.476,10.82,7
4.0,0.218,0.649,0.6,0.022,6.8,63.5,0.994813,3.411,1.095,13.01,5
5.37,0.62,0.248,0.6,0.132,34.3,39.4,0.998169,3.339,0.595,10.45,7
9.07,0.228,0.059,1.47,0.075,7.5,13.6,0.994043,3.292,0.417,11.36,8
9.11,0.511,0.195,2.32,0.106,12.0,80.4,0.998686,3.588,0.664,9.67,5
6.32,0.452,0.546,3.04,0.109,11.5,70.5,0.996591,3.242,0.507,11.8,6
7.09,0.155,0.341,2.95,0.135,28.0,12.2,0.992389,3.496,0.807,9.7,5
10.63,0.6,0.111,4.06,0.083,29.5,6.0,0.997039,3.367,0.509,10.86,6
7.48,0.462,0.14,4.11,0.013,25.9,15.2,0.995928,3.307,0.706,10.14,3
12.11,0.152,0.164,1.28,0.089,1.7,64.4,0.995642,3.516,0.465,10.85,8
8.3,0.681,0.339,2.83,0.094,25.0,55.6,0.995298,3.354,1.102,10.17,6
8.99,0.788,0.524,1.31,0.051,21.2,72.5,0.996458,3.296,0.746,9.61,4
11.05,0.798,0.47,2.24,0.092,1.6,35.8,0.995778,3.517,0.635,10.13,6
8.52,0.595,0.357,2.95,0.074,5.8,16.1,0.993172,3.497,0.61,11.94,5
6.6,0.538,0.017,2.27,0.04,26.8,76.7,0.999117,3.49,0.566,10.87,7
8.11,0.769,0.018,5.88,0.111,14.0,28.3,0.996236,2.727,0.531,9.11,7
8.24,0.833,0.371,3.29,0.067,2.4,52.6,0.995309,3.376,0.526,11.5,5
5.98,0.734,0.014,1.67,0.073,13.7,6.0,0.994556,3.342,0.945,9.51,7
7.87,0.361,0.227,5.2,0.071,19.7,27.8,0.998164,3.305,0.566,11.14,3
7.04,0.566,0.328,2.01,0.13,15.0,79.7,0.994233,3.401,0.298,10.95,8
9.87,0.609,0.054,2.69,0.086,1.0,22.9,0.996955,3.349,0.462,11.02,6
8.36,0.204,0.075,1.82,0.09,35.7,73.3,0.995591,3.412,0.818,12.25,6
7.82,0.614,0.252,4.81,0.072,26.4,30.2,0.995702,3.27,0.617,9.57,6
8.12,0.939,0.366,2.35,0.103,12.4,28.1,0.994603,3.535,0.637,11.01,4
8.68,0.645,0.472,2.71,0.134,12.8,40.9,0.995521,3.427,0.859,11.66,7
9.35,0.795,0.385,4.19,0.11,19.7,103.8,0.996717,3.391,0.528,9.76,5
6.6,0.563,0.284,3.32,0.111,4.0,8.0,0.997147,3.384,0.768,9.65,7
6.53,0.517,0.128,2.42,0.108,19.3,68.6,0.995207,3.484,0.546,10.11,3
10.18,0.599,0.067,4.05,0.039,1.9,81.3,0.996527,3.463,0.758,10.72,3
7.6,0.383,0.173,6.05,0.056,15.2,22.8,0.998388,3.293,0.594,8.99,8
5.89,0.357,0.348,2.94,0.08,3.6,34.2,0.993541,3.459,0.619,10.95,7
9.05,0.758,0.334,2.66,0.062,4.2,51.2,0.996688,3.336,0.799,8.99,3
9.09,0.777,0.129,2.74,0.05,33.2,6.0,0.994894,3.598,0.787,11.69,4
5.7,0.352,0.121,4.33,0.021,16.5,31.5,0.9947,3.475,0.632,10.91,6
8.69,0.704,0.499,1.66,0.04,18.1,88.5,0.997196,3.216,0.58,12.31,3
9.55,0.514,0.285,2.11,0.078,5.2,63.7,0.995664,3.66,0.932,11.07,5
8.94,0.591,0.001,0.6,0.085,9.6,41.3,0.994388,2.995,0.76,10.1,4
9.37,0.613,0.718,0.84,0.059,20.7,50.2,0.999216,3.406,0.594,9.6,3
5.91,0.709,0.265,1.78,0.09,17.9,65.6,0.998448,3.206,0.549,10.64,4
8.86,0.545,0.343,2.42,0.072,6.7,71.9,0.993029,3.592,0.834,10.37,4
7.79,0.784,0.346,4.98,0.125,18.1,28.2,0.993899,3.348,0.68,11.59,3
7.48,0.586,0.2,3.25,0.081,19.7,97.0,0.997828,3.191,0.632,9.47,6
9.78,0.642,0.132,1.22,0.111,29.4,89.8,0.996159,3.27,0.68,12.42,4
10.81,0.38,0.673,1.48,0.094,9.0,68.8,0.999551,3.203,0.717,11.67,3
11.35,0.919,0.461,4.42,0.038,7.6,18.8,0.997871,3.264,0.65,10.2,3
10.54,0.615,0.426,4.08,0.084,5.4,12.9,0.997269,3.261,0.865,12.2,8
8.11,0.658,0.379,2.54,0.044,4.4,35.8,0.994758,3.197,0.874,9.62,3
8.9,0.241,0.079,1.88,0.083,23.6,48.5,0.997634,3.351,0.75,10.61,8
9.6,0.382,0.513,4.07,0.061,12.6,11.7,0.994276,3.369,0.894,9.12,3
8.51,0.753,0.11,1.11,0.1,11.2,62.8,0.99918,3.161,0.661,12.25,3
8.52,0.582,0.324,3.05,0.04,30.9,88.9,0.997502,3.061,0.777,8.75,6
9.7,0.186,0.041,5.68,0.088,16.0,65.5,0.995133,3.357,0.831,8.96,8
8.2,0.717,0.118,2.79,0.107,25.3,24.3,0.998229,3.39,0.833,9.77,3
7.06,0.432,0.33,1.41,0.119,1.3,20.4,1.000959,3.42,0.816,11.72,4
7.6,0.784,0.116,3.07,0.06,1.0,56.4,0.996287,3.393,0.767,11.35,7
9.38,0.514,0.108,1.84,0.088,31.0,41.5,0.997746,3.546,0.993,10.52,3
8.31,0.567,0.373,0.6,0.093,17.0,61.1,0.99588,3.46,0.568,11.42,4
8.88,0.742,0.673,3.48,0.141,17.0,66.3,0.996862,3.712,0.634,10.28,4
9.44,0.368,0.534,4.06,0.035,4.2,82.4,0.993836,3.775,0.624,10.82,7
7.66,0.351,0.221,2.06,0.055,17.0,9.3,0.996699,3.046,0.597,12.05,7
9.59,0.495,0.272,1.97,0.185,3.9,53.8,0.996783,2.98,0.322,10.15,7
8.94,0.679,0.439,1.15,0.077,28.4,34.5,1.000118,3.309,0.894,9.63,6
6.2,0.29,0.483,2.29,0.021,44.5,43.3,0.993289,3.386,0.486,10.87,3
10.75,0.23,0.205,1.71,0.067,21.0,74.9,0.996166,3.299,0.689,11.14,4
7.45,0.678,0.276,1.08,0.012,9.2,78.5,0.999147,3.416,0.418,10.51,8
5.49,0.421,0.327,5.15,0.095,10.7,92.5,0.996241,3.269,0.766,11.4,7
6.52,0.459,0.375,3.15,0.115,1.8,60.5,0.996374,3.206,0.526,10.2,4
6.56,0.196,0.245,3.3,0.055,32.2,42.9,0.995117,3.229,0.467,10.53,7
8.39,0.408,0.247,3.74,0.071,5.1,38.2,0.994928,3.28,0.693,10.77,7
7.83,0.529,0.532,3.58,0.119,12.0,10.6,0.993231,3.437,0.541,10.69,7
7.73,0.697,0.5,1.92,0.026,22.8,90.6,0.995504,3.237,0.562,12.01,8
9.35,0.391,0.361,2.88,0.041,31.5,35.9,0.99482,3.267,0.689,10.77,6
8.88,0.828,0.597,2.12,0.079,13.8,63.1,0.996924,3.396,0.796,10.1,3
8.84,0.407,0.197,3.11,0.061,11.7,68.8,0.995203,3.28,0.521,10.93,7
9.0,0.407,0.578,2.98,0.077,16.7,6.0,0.995789,3.478,0.491,11.41,3
9.35,0.807,0.373,1.96,0.043,9.3,16.1,0.995841,3.172,0.664,11.17,6
4.72,0.568,0.891,0.64,0.095,9.9,97.4,0.996608,3.14,0.752,11.12,7
7.68,0.431,0.043,2.7,0.082,20.2,56.1,0.995696,3.356,0.909,8.9,3
4.59,0.502,0.139,2.21,0.106,17.8,27.4,0.994683,3.371,0.478,8.0,7
8.36,0.774,0.35,0.6,0.094,38.3,42.3,0.996863,3.18,0.606,11.68,7
8.29,0.794,0.345,3.21,0.094,20.5,82.2,0.998728,3.512,0.86,10.84,6
10.08,0.383,0.641,3.85,0.036,28.0,77.2,0.996944,3.599,0.995,10.38,4
10.32,0.522,0.143,6.04,0.104,4.7,6.0,0.995541,3.216,0.491,11.09,4
8.64,0.546,0.442,1.95,0.075,21.4,100.3,0.996466,3.533,0.534,12.33,7
7.45,0.352,0.491,1.75,0.081,8.3,78.3,0.992804,2.953,0.725,11.81,3
9.12,0.52,0.404,0.95,0.124,20.1,41.5,0.996435,3.471,0.562,11.36,7
7.4,0.531,0.087,2.79,0.062,23.1,7.3,0.995939,3.181,0.531,9.51,4
8.3,0.735,0.537,2.78,0.134,16.4,81.2,0.994926,3.456,0.702,9.64,5
9.98,0.747,0.504,1.36,0.138,41.2,62.2,0.995271,3.166,0.923,8.01,6
7.35,0.471,0.384,2.26,0.113,30.9,6.0,0.995921,3.3,0.437,11.03,3
9.67,0.491,0.309,0.6,0.053,28.3,38.9,0.998586,3.188,0.915,11.51,7
9.45,0.65,0.313,3.8,0.012,23.9,149.4,0.998775,3.278,0.562,11.59,7
6.68,0.425,0.255,1.42,0.125,34.4,47.0,0.994937,3.584,0.719,11.08,3
9.96,0.636,0.392,2.45,0.091,1.0,22.1,0.995716,3.294,0.93,10.25,8
9.49,0.514,0.276,0.6,0.061,30.3,13.3,0.995764,3.627,0.715,9.84,7
8.47,0.356,0.109,1.68,0.128,5.5,104.8,0.998238,3.252,0.609,9.57,8
7.0,0.358,0.071,2.11,0.057,10.0,74.4,0.996976,3.534,0.782,10.24,6
6.84,0.79,0.127,2.48,0.072,21.8,92.8,0.996876,3.066,0.631,9.42,6
7.39,0.502,0.312,3.17,0.105,28.8,54.7,0.997719,3.267,0.749,12.16,5
9.22,0.825,0.265,4.51,0.048,3.8,87.8,0.995567,3.23,0.625,9.1,4
6.68,0.438,0.311,3.53,0.083,10.5,18.6,0.999291,3.541,0.806,10.2,4
9.04,0.582,0.365,3.85,0.125,16.9,51.8,0.996697,3.338,0.423,8.46,4
6.19,0.961,0.151,4.52,0.094,13.9,55.9,0.995074,2.997,0.488,10.7,4
7.95,0.34,0.548,3.3,0.131,24.9,92.0,0.996264,3.113,0.42,10.4,7
8.49,0.188,0.219,2.45,0.127,52.0,57.0,0.999041,3.158,0.65,10.04,6
12.46,0.762,0.188,3.91,0.087,20.3,25.9,0.995892,3.45,0.4,9.47,5
5.96,0.381,0.362,4.0,0.012,8.2,48.6,0.998504,3.431,0.542,10.4,7
10.8,0.526,0.079,3.41,0.048,2.3,8.7,0.995512,3.265,0.472,9.86,7
8.55,0.425,0.12,0.6,0.114,12.5,29.9,0.995245,3.228,0.912,10.26,8
9.0,0.578,0.456,1.32,0.033,6.0,73.9,0.997953,3.417,0.492,12.36,4
8.5,0.359,0.06,2.12,0.076,20.8,34.2,0.995039,3.141,0.441,10.57,4
9.06,0.498,0.482,3.59,0.099,20.6,37.9,0.998263,3.379,0.702,10.93,3
8.04,0.611,0.557,2.47,0.138,11.0,73.8,0.997368,3.366,0.947,9.94,3
10.77,0.349,0.2,4.09,0.067,36.7,92.5,0.99504,3.269,0.64,9.62,6
7.52,0.404,0.325,4.34,0.064,8.2,64.1,0.996564,3.37,0.653,10.38,7
10.22,0.467,0.483,4.18,0.085,14.6,109.9,0.995657,3.325,0.879,12.9,6
7.2,0.273,0.181,4.19,0.099,22.6,63.0,0.997363,3.385,0.809,10.11,8
8.2,0.454,0.435,1.05,0.082,25.3,56.4,1.000287,3.11,0.732,10.76,6
6.48,0.551,0.142,3.18,0.124,29.3,54.4,0.995996,3.402,0.561,9.57,8
9.07,0.458,0.179,1.65,0.059,20.4,6.0,0.997714,3.464,0.738,8.0,4
10.76,0.481,0.118,0.6,0.091,26.9,78.0,0.996746,3.358,0.429,9.61,4
8.17,0.526,0.335,2.1,0.103,8.9,34.0,0.996746,3.4,0.554,12.78,7
7.97,0.412,0.49,4.35,0.073,25.5,27.2,0.996386,3.294,0.903,11.0,6
6.41,0.654,0.235,3.15,0.116,25.4,47.3,0.995071,3.444,0.881,12.04,5
7.91,0.788,0.028,5.32,0.092,31.8,20.5,0.997337,3.32,0.734,10.05,8
5.59,0.446,0.064,2.75,0.115,1.6,31.6,0.996151,3.138,0.332,8.04,7
6.75,0.617,0.345,5.93,0.094,6.4,107.0,0.994981,3.433,0.455,9.29,4
8.69,0.487,0.62,2.75,0.1,24.5,82.8,0.998627,3.065,0.544,10.8,6
10.54,0.596,0.345,2.53,0.065,11.9,23.9,0.996888,3.352,0.631,10.64,5
13.08,0.812,0.196,0.71,0.065,21.1,31.1,0.996267,3.252,0.447,10.39,5
7.3,0.622,0.416,4.05,0.13,27.0,6.0,0.999246,3.243,0.618,9.87,7
10.74,0.211,0.224,1.8,0.109,9.8,69.7,0.993211,3.336,0.96,11.34,7
8.71,0.612,0.198,1.59,0.051,11.4,38.3,0.999118,3.204,0.728,9.9,3
8.04,0.752,0.088,4.29,0.093,4.6,18.2,0.995028,3.387,0.697,10.71,6
9.04,0.49,0.538,4.12,0.012,10.4,49.8,0.997102,3.319,0.487,10.6,6
8.41,0.709,0.212,4.08,0.067,10.7,60.9,0.995583,3.217,0.381,10.03,6
8.49,0.406,0.422,1.99,0.121,8.7,78.2,0.994946,3.511,0.451,9.52,4
7.61,0.263,0.182,2.43,0.083,8.2,44.1,0.999196,3.341,0.375,9.97,6
5.92,0.555,0.192,2.42,0.091,13.1,34.2,1.000227,3.405,0.673,12.27,8
5.68,0.214,0.592,3.6,0.019,12.9,111.8,0.99628,3.522,0.725,11.51,3
9.41,0.487,0.134,4.67,0.073,35.6,46.7,0.997337,3.52,0.496,11.42,6
7.83,0.762,0.141,3.02,0.099,11.8,70.2,0.996808,3.397,0.685,9.61,8
7.29,0.186,0.245,5.26,0.103,19.5,28.7,0.999988,3.265,0.91,8.96,5
8.31,0.3,0.349,3.76,0.121,9.8,69.2,0.992685,3.096,0.993,11.5,5
9.65,0.344,0.186,2.17,0.08,9.7,6.0,0.997417,3.341,0.791,11.3,4
8.61,0.519,0.029,3.66,0.081,2.0,31.3,0.995318,3.474,0.63,10.54,4
7.18,0.464,0.106,4.89,0.04,1.0,6.7,0.992224,3.363,0.785,10.03,5
10.38,0.782,0.513,5.3,0.08,3.2,26.6,0.996015,2.793,0.89,8.94,7
10.98,0.702,0.284,4.16,0.043,17.8,87.6,1.000211,3.441,0.319,11.27,4
9.14,0.619,0.356,2.54,0.022,27.2,26.4,0.995454,3.45,0.912,11.59,4
9.96,0.556,0.22,2.2,0.049,2.9,70.1,0.998202,3.265,0.567,9.72,8
10.41,0.601,0.145,3.31,0.14,10.1,96.4,0.998977,3.458,0.569,9.64,8
10.22,0.375,0.589,4.84,0.078,1.5,45.6,0.996676,3.404,0.6,11.64,4
9.34,0.684,0.234,3.11,0.095,13.1,79.2,0.996929,3.207,0.714,9.76,5
9.32,0.33,0.186,3.14,0.069,27.2,64.0,0.993439,3.501,0.471,12.18,5
9.18,0.68,0.478,2.57,0.024,11.2,50.3,0.995339,3.12,0.612,10.29,4
6.43,0.744,0.133,2.04,0.12,15.4,71.2,0.998423,3.301,0.749,10.01,3
9.49,0.568,0.157,2.27,0.012,31.2,107.0,0.996815,3.286,0.697,10.45,3
6.0,0.498,0.272,2.69,0.068,20.7,25.5,0.997398,3.186,0.725,10.01,6
6.95,0.602,0.27,4.91,0.085,7.9,14.9,0.996953,3.356,0.605,11.53,3
10.52,0.08,0.319,2.16,0.095,17.6,13.0,1.000865,3.507,0.778,11.29,6
9.73,0.584,0.667,2.57,0.062,7.2,79.2,0.995882,3.497,0.84,11.49,3
10.83,0.51,0.334,1.29,0.023,20.3,83.7,0.99975,3.419,0.829,10.58,3
7.84,0.521,0.182,3.5,0.059,21.3,28.8,0.996954,3.056,0.733,9.94,3
6.34,0.657,0.332,4.41,0.061,1.5,23.8,0.999919,3.11,0.82,10.39,5
7.89,0.517,0.277,4.77,0.06,17.7,24.3,0.994373,3.335,0.808,9.97,4
8.47,0.325,0.278,2.78,0.121,14.7,64.5,0.997051,3.305,1.115,11.87,4
8.43,0.505,0.317,3.3,0.045,21.6,44.3,0.995952,3.235,0.867,11.4,4
10.23,0.542,0.265,2.29,0.098,24.6,52.4,0.996965,3.596,0.645,10.31,8
7.69,0.551,0.26,3.24,0.093,20.9,29.3,0.999023,3.326,0.505,9.47,5
8.9,0.559,0.386,2.94,0.121,12.7,79.9,0.99742,3.391,0.616,11.94,7
6.62,0.717,0.167,2.58,0.082,25.7,57.8,0.999019,3.458,0.604,10.54,4
9.07,0.335,0.09,2.69,0.115,6.7,65.8,0.995427,3.318,0.747,10.27,5
8.31,0.562,0.845,3.13,0.081,2.0,51.7,0.995137,3.699,0.541,11.95,3
7.03,0.762,0.134,2.09,0.102,17.7,63.8,0.996731,3.169,0.863,9.89,4
7.9,0.218,0.289,2.16,0.034,15.2,61.6,0.996627,3.219,0.424,10.08,3
7.99,0.562,0.014,4.89,0.012,7.3,16.0,0.996347,3.169,0.382,10.17,3
7.84,0.425,0.292,6.29,0.1,20.1,58.8,0.994879,3.544,0.637,9.08,4
11.31,0.463,0.093,0.81,0.102,4.8,72.5,0.998977,3.43,0.517,10.72,3
8.13,0.367,0.186,0.74,0.104,9.1,84.5,0.996011,3.228,0.446,9.64,4
7.89,0.499,0.469,1.16,0.069,20.8,60.2,0.99941,3.18,0.552,9.83,7
4.73,0.861,0.36,2.36,0.139,5.1,14.7,0.996724,3.518,0.531,9.7,3
6.78,0.302,0.378,3.75,0.071,20.2,19.8,0.997932,3.364,0.662,9.81,6
7.85,0.319,0.067,3.33,0.102,10.1,32.2,0.99776,3.522,0.555,9.56,5
7.13,0.296,0.619,2.74,0.108,15.6,52.7,0.995134,3.301,0.568,10.65,5
10.65,0.841,0.044,3.24,0.147,22.1,42.5,0.997398,3.387,0.659,10.24,8
8.02,0.447,0.56,1.53,0.076,25.9,9.5,1.000364,3.355,0.832,10.45,5
10.49,0.525,0.464,2.16,0.064,16.9,9.3,0.997178,3.216,0.91,12.75,4
8.4,0.457,0.38,2.47,0.035,7.4,22.5,0.998412,3.288,0.685,10.24,4
8.36,0.36,0.108,0.6,0.141,11.1,56.1,0.998017,3.132,0.698,11.0,4
8.15,0.488,0.299,0.87,0.102,22.6,42.2,0.997283,3.384,0.629,11.12,7
8.31,0.972,0.181,0.93,0.103,5.2,122.8,0.997054,3.424,0.742,10.34,6
11.22,0.781,0.276,3.57,0.196,14.0,105.6,0.99774,3.459,0.726,10.67,4
4.36,0.376,0.223,2.84,0.098,11.8,14.3,0.99815,3.41,0.885,10.42,5
4.9,0.647,0.117,3.36,0.041,14.8,51.4,0.994131,3.291,0.339,10.6,6
7.38,0.38,0.483,0.6,0.08,5.3,6.0,0.99717,3.543,0.62,9.81,3
8.32,0.21,0.255,0.6,0.053,3.5,6.0,0.99635,3.444,0.718,9.91,8
9.47,0.714,0.178,3.43,0.073,21.4,7.1,0.995956,3.518,0.656,10.42,7
9.1,0.739,0.164,1.39,0.073,26.0,39.1,0.999162,3.528,0.5,8.43,6
7.65,0.718,0.338,4.21,0.066,2.9,40.5,0.995307,3.291,0.439,11.9,7
10.03,0.445,0.1,0.6,0.038,19.8,54.8,0.99405,3.368,0.797,12.56,3
10.05,0.5,0.158,3.68,0.143,27.3,68.3,0.998212,3.426,0.531,10.57,8
8.61,0.665,0.347,1.26,0.097,22.2,35.4,0.994001,3.138,0.362,11.07,6
9.94,0.6,0.369,3.97,0.079,11.5,47.7,0.993037,3.141,0.806,11.48,8
8.76,0.459,0.232,6.99,0.114,6.0,10.5,0.998426,3.115,0.738,9.08,8
7.35,0.239,0.052,0.68,0.103,16.8,6.0,0.997002,3.294,0.64,11.33,6
9.49,0.55,0.287,3.47,0.097,18.5,6.0,0.997598,3.26,0.505,9.97,4
8.49,0.724,0.008,0.6,0.111,16.9,67.9,0.995859,3.095,0.641,12.69,7
8.3,0.314,0.075,3.1,0.092,14.0,35.4,0.99407,3.332,0.867,10.21,6
10.8,0.645,0.127,2.21,0.11,4.5,15.1,0.994447,3.296,0.386,11.31,5
4.13,0.59,0.43,2.68,0.113,20.3,44.4,0.996183,3.487,0.394,10.22,7
5.89,0.665,0.201,1.22,0.093,20.8,6.0,0.994282,3.612,0.553,12.6,8
6.28,0.687,0.185,3.59,0.079,18.0,101.1,0.997283,3.378,0.655,9.89,4
7.68,0.405,0.641,0.6,0.141,17.1,27.5,0.995821,3.206,0.576,11.57,6
7.87,0.239,0.337,4.24,0.07,33.5,68.9,0.997052,3.407,0.769,11.03,7
5.74,0.434,0.334,1.93,0.101,9.3,82.3,0.996995,3.311,0.845,10.8,4
6.63,0.69,0.2,0.6,0.101,29.4,15.1,0.997435,3.274,0.707,10.63,5
6.84,0.432,0.157,4.73,0.066,8.2,49.0,0.997649,3.181,0.755,9.73,3
12.48,0.405,0.145,2.41,0.059,27.5,64.7,0.996047,3.24,0.706,8.0,4
11.36,0.202,0.454,5.17,0.075,28.9,50.3,0.99705,3.283,0.662,11.47,6
7.6,0.845,0.355,4.21,0.07,12.8,58.4,0.997148,3.431,0.44,9.91,8
7.68,0.679,0.236,1.38,0.036,33.3,6.0,0.992085,3.387,0.485,11.57,6
6.35,0.669,0.244,2.38,0.064,20.8,64.7,0.997928,3.584,0.43,10.75,4
5.06,0.704,0.41,2.67,0.096,6.7,30.5,0.996985,3.411,0.635,11.6,7
8.1,0.634,0.025,4.64,0.131,12.0,58.0,0.997772,3.374,0.699,11.2,4
6.6,0.486,0.158,3.11,0.106,27.8,76.8,0.994255,3.264,0.414,8.0,4
8.16,0.501,0.054,2.75,0.012,25.6,68.5,0.9961,3.154,0.672,11.01,6
5.58,0.453,0.607,2.22,0.109,4.8,58.0,0.994626,3.225,0.511,10.06,7
7.0,1.004,0.436,2.43,0.067,14.4,67.6,0.998115,3.205,0.478,11.57,4
8.55,0.63,0.149,4.33,0.103,18.0,69.1,0.99403,2.926,0.554,10.99,3
8.92,0.447,0.018,2.51,0.087,10.6,95.7,0.994936,3.159,0.47,11.0,7
9.01,0.614,0.245,1.95,0.08,40.7,45.4,0.997715,3.55,0.763,10.13,6
6.06,0.348,0.18,1.71,0.083,18.4,51.9,0.995504,3.365,0.631,9.49,7
9.75,0.801,0.018,1.72,0.086,15.3,77.2,0.994936,3.254,0.799,9.97,5
